레벨,단어,품사,뜻,유의어,반대말,예문,해석
고3-1,norm,n.,"규범, 표준","standard, convention",,Social norms differ by culture.,사회 규범은 문화마다 다르다.
고3-1,norm,n.,"규범, 표준","standard, convention",,Working from home became the norm.,재택근무가 표준이 되었다.
고3-1,norm,n.,"규범, 표준","standard, convention",,He broke the norms of his time.,그는 그 시대의 규범을 깼다.
고3-1,notion,n.,"개념, 생각","idea, concept",,He rejected the notion entirely.,그는 그 생각을 완전히 거부했다.
고3-1,notion,n.,"개념, 생각","idea, concept",,The notion of fairness varies.,공정함의 개념은 저마다 다르다.
고3-1,notion,n.,"개념, 생각","idea, concept",,She had no notion of the danger.,그녀는 그 위험을 전혀 몰랐다.
고3-1,novel,n.,소설,fiction,,She wrote her first novel at twenty.,그녀는 스무 살에 첫 소설을 썼다.
고3-1,novel,n.,소설,fiction,,The novel has three hundred pages.,그 소설은 삼백 쪽이다.
고3-1,novel,n.,소설,fiction,,I read a novel on the train.,나는 기차에서 소설을 읽었다.
고3-1,nuclear,adj.,"핵의, 원자력의",atomic,,The country closed a nuclear plant.,그 나라는 원자력 발전소 하나를 닫았다.
고3-1,nuclear,adj.,"핵의, 원자력의",atomic,,Nuclear energy has risks.,원자력 에너지에는 위험이 있다.
고3-1,nuclear,adj.,"핵의, 원자력의",atomic,,They discussed nuclear safety.,그들은 핵 안전을 논의했다.
고3-1,numerous,adj.,"많은, 수많은",many,"few, few, rare",She has numerous friends.,그녀에게는 친구가 아주 많다.
고3-1,numerous,adj.,"많은, 수많은",many,"few, few, rare",Numerous birds gathered on the roof.,수많은 새가 지붕에 모였다.
고3-1,numerous,adj.,"많은, 수많은",many,"few, few, rare",We tried numerous times.,우리는 수없이 시도했다.
고3-1,nurture,v.,"양육하다, 기르다","raise, foster",,Parents nurture their children.,부모는 자녀를 양육한다.
고3-1,nurture,v.,"양육하다, 기르다","raise, foster",,We should nurture young talent.,우리는 젊은 인재를 길러야 한다.
고3-1,nurture,v.,"양육하다, 기르다","raise, foster",,She nurtured the idea for years.,그녀는 그 생각을 여러 해 키워 왔다.
고3-1,obey,v.,"따르다, 복종하다",follow,"command, rebel, resist, command",Please obey the rules.,규칙을 지켜 주세요.
고3-1,obey,v.,"따르다, 복종하다",follow,"command, rebel, resist, command",The dog obeyed at once.,그 개는 곧바로 말을 들었다.
고3-1,obey,v.,"따르다, 복종하다",follow,"command, rebel, resist, command",Drivers must obey traffic signs.,운전자는 교통 표지를 따라야 한다.
고3-1,oblige,v.,"의무를 지우다, 하게 하다",force,,The law obliges us to wear belts.,법은 우리에게 안전벨트를 매도록 한다.
고3-1,oblige,v.,"의무를 지우다, 하게 하다",force,,He felt obliged to help.,그는 도와야 한다고 느꼈다.
고3-1,oblige,v.,"의무를 지우다, 하게 하다",force,,Nothing obliges you to answer.,너는 답할 의무가 없다.
고3-1,obscure,"adj., v.","잘 알려지지 않은, 모호한","unclear, little-known",,He quoted an obscure poet.,그는 잘 알려지지 않은 시인을 인용했다.
고3-1,obscure,"adj., v.","잘 알려지지 않은, 모호한","unclear, little-known",,The meaning remains obscure.,그 의미는 여전히 모호하다.
고3-1,obscure,"adj., v.","가리다, 흐리게 하다","hide, block",,Clouds obscured the moon.,구름이 달을 가렸다.
고3-1,obscure,"adj., v.","가리다, 흐리게 하다","hide, block",,Jargon obscures the real message.,전문 용어가 진짜 메시지를 가린다.
고3-2,obsess,v.,"사로잡다, 집착하게 하다",preoccupy,,He is obsessed with soccer.,그는 축구에 푹 빠져 있다.
고3-2,obsess,v.,"사로잡다, 집착하게 하다",preoccupy,,The idea obsessed her for years.,그 생각이 여러 해 동안 그녀를 사로잡았다.
고3-2,obsess,v.,"사로잡다, 집착하게 하다",preoccupy,,Do not obsess over small mistakes.,작은 실수에 집착하지 마라.
고3-2,obstacle,n.,"장애물, 방해물","barrier, hurdle",,Fear is the biggest obstacle.,두려움이 가장 큰 장애물이다.
고3-2,obstacle,n.,"장애물, 방해물","barrier, hurdle",,They overcame many obstacles.,그들은 많은 장애물을 극복했다.
고3-2,obstacle,n.,"장애물, 방해물","barrier, hurdle",,An obstacle blocked the road.,장애물이 도로를 막았다.
고3-2,obtain,v.,"얻다, 획득하다","get, acquire",,She obtained a scholarship.,그녀는 장학금을 받았다.
고3-2,obtain,v.,"얻다, 획득하다","get, acquire",,You must obtain permission first.,먼저 허가를 받아야 한다.
고3-2,obtain,v.,"얻다, 획득하다","get, acquire",,The data were obtained from a survey.,그 자료는 설문 조사에서 얻었다.
고3-2,occupy,v.,"차지하다, 사용하다",take up,,The sofa occupies half the room.,소파가 방의 절반을 차지한다.
고3-2,occupy,v.,"차지하다, 사용하다",take up,,All the seats were occupied.,모든 좌석이 차 있었다.
고3-2,occupy,v.,"차지하다, 사용하다",take up,,Homework occupied my whole evening.,숙제가 내 저녁 시간을 다 차지했다.
고3-2,offend,v.,기분을 상하게 하다,upset,,I did not mean to offend you.,너의 기분을 상하게 할 생각은 아니었다.
고3-2,offend,v.,기분을 상하게 하다,upset,,His joke offended some students.,그의 농담은 몇몇 학생의 기분을 상하게 했다.
고3-2,offend,v.,기분을 상하게 하다,upset,,She was offended by the remark.,그녀는 그 말에 기분이 상했다.
고3-2,on the contrary,phr.,그와는 반대로,,,"He is not lazy; on the contrary, he works hard.",그는 게으르지 않다. 오히려 열심히 일한다.
고3-2,on the contrary,phr.,그와는 반대로,,,"On the contrary, sales went up.",그와는 반대로 매출이 올랐다.
고3-2,on the contrary,phr.,그와는 반대로,,,"I did not dislike it; on the contrary, I loved it.",나는 그것을 싫어하지 않았다. 오히려 아주 좋아했다.
고3-2,opportune,adj.,"시의적절한, 알맞은",timely,,He arrived at an opportune moment.,그는 알맞은 순간에 도착했다.
고3-2,opportune,adj.,"시의적절한, 알맞은",timely,,This is an opportune time to ask.,지금이 물어보기 좋은 때다.
고3-2,opportune,adj.,"시의적절한, 알맞은",timely,,The letter came at an opportune time.,그 편지는 시의적절하게 도착했다.
고3-2,opt,v.,선택하다,choose,,She opted for the shorter course.,그녀는 더 짧은 과정을 선택했다.
고3-2,opt,v.,선택하다,choose,,Many students opt to study abroad.,많은 학생이 유학을 택한다.
고3-2,opt,v.,선택하다,choose,,We opted out of the trip.,우리는 그 여행에 참여하지 않기로 했다.
고3-2,optimist,n.,낙관주의자,,,My father is a true optimist.,우리 아버지는 진정한 낙관주의자다.
고3-2,optimist,n.,낙관주의자,,,An optimist sees the bright side.,낙관주의자는 밝은 면을 본다.
고3-2,optimist,n.,낙관주의자,,,Optimists recover from failure faster.,낙관하는 사람은 실패에서 더 빨리 회복한다.
고3-2,optimistic,adj.,낙관적인,"hopeful, positive",,She is optimistic about the future.,그녀는 미래에 대해 낙관적이다.
고3-2,optimistic,adj.,낙관적인,"hopeful, positive",,We remain optimistic despite the loss.,패배에도 우리는 낙관적이다.
고3-2,optimistic,adj.,낙관적인,"hopeful, positive",,His optimistic view encouraged us.,그의 낙관적인 시각이 우리를 북돋았다.
고3-2,oral,adj.,"구두의, 입의",spoken,,We had an oral test today.,우리는 오늘 구술 시험을 봤다.
고3-2,oral,adj.,"구두의, 입의",spoken,,Oral health matters a lot.,구강 건강은 아주 중요하다.
고3-2,oral,adj.,"구두의, 입의",spoken,,She gave an oral report to the class.,그녀는 반 앞에서 구두로 발표했다.
고3-2,orbit,n.,궤도,,,The moon moves in orbit around the earth.,달은 지구 둘레의 궤도를 돈다.
고3-2,orbit,n.,궤도,,,The satellite reached orbit safely.,그 위성은 무사히 궤도에 올랐다.
고3-2,orbit,n.,궤도,,,Its orbit takes one year.,그 궤도를 도는 데 일 년이 걸린다.
고3-2,orchestra,n.,"관현악단, 오케스트라",,,The orchestra played a waltz.,관현악단이 왈츠를 연주했다.
고3-2,orchestra,n.,"관현악단, 오케스트라",,,She joined the school orchestra.,그녀는 학교 오케스트라에 들어갔다.
고3-2,orchestra,n.,"관현악단, 오케스트라",,,A large orchestra filled the stage.,큰 관현악단이 무대를 채웠다.
고3-2,organ,n.,"장기, 기관",,,The heart is a vital organ.,심장은 중요한 장기다.
고3-2,organ,n.,"장기, 기관",,,Each organ has its own job.,각 기관은 저마다 역할이 있다.
고3-2,organ,n.,"장기, 기관",,,Smoking damages several organs.,흡연은 여러 장기를 해친다.
고3-2,organ,n.,오르간,,,The church has an old organ.,그 교회에는 오래된 오르간이 있다.
고3-2,organ,n.,오르간,,,He played the organ at the wedding.,그는 결혼식에서 오르간을 연주했다.
고3-2,organize,v.,"조직하다, 정리하다",arrange,"mess, mess",We organized a book fair.,우리는 도서 축제를 열었다.
고3-2,organize,v.,"조직하다, 정리하다",arrange,"mess, mess",She organized her desk neatly.,그녀는 책상을 깔끔하게 정리했다.
고3-2,organize,v.,"조직하다, 정리하다",arrange,"mess, mess",Students organized a school festival.,학생들이 학교 축제를 준비했다.
고3-2,orient,v.,"맞추다, 방향을 잡다",,,The course is oriented toward beginners.,그 강좌는 초보자에게 맞춰져 있다.
고3-2,orient,v.,"맞추다, 방향을 잡다",,,He oriented the map to the north.,그는 지도를 북쪽으로 맞췄다.
고3-2,orient,v.,"맞추다, 방향을 잡다",,,New workers orient themselves in a week.,새 직원들은 일주일이면 적응한다.
고3-2,origin,n.,"기원, 출신",beginning,,The origin of the word is Latin.,그 단어의 기원은 라틴어다.
고3-2,origin,n.,"기원, 출신",beginning,,Nobody knows the origin of the fire.,아무도 그 화재의 원인을 모른다.
고3-2,origin,n.,"기원, 출신",beginning,,Her family origins are in Busan.,그녀의 가족은 부산 출신이다.
고3-2,outcome,n.,결과,result,,The outcome surprised everyone.,그 결과는 모두를 놀라게 했다.
고3-2,outcome,n.,결과,result,,We waited for the outcome of the vote.,우리는 투표 결과를 기다렸다.
고3-2,outcome,n.,결과,result,,A good plan improves the outcome.,좋은 계획은 결과를 낫게 한다.
고3-2,outline,n.,"개요, 윤곽",,,Write an outline before the essay.,글을 쓰기 전에 개요를 써라.
고3-2,outline,n.,"개요, 윤곽",,,She drew the outline of a house.,그녀는 집의 윤곽을 그렸다.
고3-2,outline,n.,"개요, 윤곽",,,The outline covers three main points.,그 개요는 세 가지 요점을 담고 있다.
고3-2,output,n.,"생산량, 산출",production,,The factory doubled its output.,그 공장은 생산량을 두 배로 늘렸다.
고3-2,output,n.,"생산량, 산출",production,,Our output rose last month.,지난달 우리 산출량이 올랐다.
고3-2,output,n.,"생산량, 산출",production,,Higher output means more work.,생산량이 늘면 일도 늘어난다.
고3-2,outrage,n.,"분노, 격분",,,The news caused public outrage.,그 소식은 대중의 분노를 불러왔다.
고3-2,outrage,n.,"분노, 격분",,,She expressed outrage at the decision.,그녀는 그 결정에 분노를 드러냈다.
고3-2,outrage,n.,"분노, 격분",,,His outrage faded after a day.,그의 분노는 하루가 지나자 가라앉았다.
고3-2,outstanding,adj.,"뛰어난, 눈에 띄는",excellent,,Her grades are outstanding.,그녀의 성적은 뛰어나다.
고3-2,outstanding,adj.,"뛰어난, 눈에 띄는",excellent,,He gave an outstanding performance.,그는 뛰어난 연기를 보여 주었다.
고3-2,outstanding,adj.,"뛰어난, 눈에 띄는",excellent,,The team had an outstanding season.,그 팀은 눈부신 시즌을 보냈다.
고3-2,overcome,v.,"극복하다, 이겨 내다","get over, conquer",,She overcame her fear of water.,그녀는 물에 대한 두려움을 극복했다.
고3-2,overcome,v.,"극복하다, 이겨 내다","get over, conquer",,They overcame many difficulties.,그들은 많은 어려움을 이겨 냈다.
고3-2,overcome,v.,"극복하다, 이겨 내다","get over, conquer",,Hard work can overcome bad luck.,노력은 불운을 이겨 낼 수 있다.
고3-2,overhead,adv.,머리 위로,above,,A plane flew overhead.,비행기가 머리 위로 날아갔다.
고3-2,overhead,adv.,머리 위로,above,,Clouds gathered overhead.,구름이 머리 위에 모였다.
고3-2,overhead,adv.,머리 위로,above,,The lamp hangs overhead.,등이 머리 위에 걸려 있다.
고3-2,overlap,v.,겹치다,coincide,,The two classes overlap on Friday.,두 수업이 금요일에 겹친다.
고3-2,overlap,v.,겹치다,coincide,,Their duties overlapped a little.,그들의 업무는 조금 겹쳤다.
고3-2,overlap,v.,겹치다,coincide,,Do not let the papers overlap.,종이가 겹치지 않게 해라.
고3-2,overlook,v.,"간과하다, 내려다보다",,,Do not overlook this detail.,이 세부 사항을 놓치지 마라.
고3-2,overlook,v.,"간과하다, 내려다보다",,,The room overlooks the sea.,그 방은 바다를 내려다본다.
고3-2,overlook,v.,"간과하다, 내려다보다",,,He overlooked one small error.,그는 작은 실수 하나를 지나쳤다.
고3-2,overnight,adv.,"하룻밤 사이에, 밤새",,,The snow melted overnight.,눈이 밤사이에 녹았다.
고3-2,overnight,adv.,"하룻밤 사이에, 밤새",,,We stayed overnight at her house.,우리는 그녀의 집에서 하룻밤을 묵었다.
고3-2,overnight,adv.,"하룻밤 사이에, 밤새",,,He became famous overnight.,그는 하룻밤 사이에 유명해졌다.
고3-2,oversea,adj.,해외의 (보통 overseas 를 쓴다),,,The company opened an oversea office.,그 회사는 해외 사무소를 열었다.
고3-2,oversea,adj.,해외의 (보통 overseas 를 쓴다),,,Oversea trade grew quickly.,해외 무역이 빠르게 늘었다.
고3-2,oversea,adj.,해외의 (보통 overseas 를 쓴다),,,They handle oversea orders.,그들은 해외 주문을 처리한다.
고3-2,overseas,adv.,"해외로, 해외에서",abroad,,She works overseas now.,그녀는 지금 해외에서 일한다.
고3-2,overseas,adv.,"해외로, 해외에서",abroad,,He moved overseas last spring.,그는 지난봄에 해외로 떠났다.
고3-2,overseas,adv.,"해외로, 해외에서",abroad,,Many products are sent overseas.,많은 제품이 해외로 보내진다.
고3-2,overwhelm,v.,"압도하다, 벅차게 하다",overpower,,The work overwhelmed him.,그 일은 그를 벅차게 했다.
고3-2,overwhelm,v.,"압도하다, 벅차게 하다",overpower,,She was overwhelmed by kindness.,그녀는 친절에 감동해 어쩔 줄 몰랐다.
고3-2,overwhelm,v.,"압도하다, 벅차게 하다",overpower,,Waves overwhelmed the small boat.,파도가 작은 배를 덮쳤다.
고3-2,owe,v.,"빚지다, 신세지다",,,I owe you five thousand won.,나는 너에게 오천 원을 빚졌다.
고3-2,owe,v.,"빚지다, 신세지다",,,She owes her success to her teacher.,그녀는 성공을 선생님 덕으로 돌린다.
고3-2,owe,v.,"빚지다, 신세지다",,,He owed money to the shop.,그는 그 가게에 돈을 빚졌다.
고3-2,pace,n.,"속도, 걸음",speed,,He walked at a slow pace.,그는 느린 속도로 걸었다.
고3-2,pace,n.,"속도, 걸음",speed,,The pace of the game increased.,경기의 속도가 빨라졌다.
고3-2,pace,n.,"속도, 걸음",speed,,Keep your own pace while studying.,공부할 때는 네 속도를 지켜라.
고3-2,pad,n.,"패드, 깔개",cushion,,Put a pad under the vase.,꽃병 아래에 받침을 깔아라.
고3-2,pad,n.,"패드, 깔개",cushion,,The chair has a soft pad.,그 의자에는 부드러운 방석이 있다.
고3-2,pad,n.,"패드, 깔개",cushion,,He wore knee pads while skating.,그는 스케이트를 타며 무릎 보호대를 착용했다.
고3-2,pale,adj.,"창백한, 옅은",,,She looked pale this morning.,그녀는 오늘 아침 창백해 보였다.
고3-2,pale,adj.,"창백한, 옅은",,,The wall is pale blue.,그 벽은 옅은 파란색이다.
고3-2,pale,adj.,"창백한, 옅은",,,He turned pale at the news.,그는 그 소식에 얼굴이 하얘졌다.
고3-2,palm,n.,손바닥,,,He held the coin in his palm.,그는 동전을 손바닥에 쥐었다.
고3-2,palm,n.,손바닥,,,Her palms were wet with sweat.,그녀의 손바닥은 땀으로 젖어 있었다.
고3-2,palm,n.,손바닥,,,The bird sat on my open palm.,새가 내 펼친 손바닥에 앉았다.
고3-2,palm,n.,야자나무,,,Tall palms lined the beach.,키 큰 야자나무가 해변에 늘어서 있었다.
고3-2,palm,n.,야자나무,,,A palm gives good shade.,야자나무는 좋은 그늘을 준다.
고3-2,panel,n.,"판, 위원단",,,The door has a glass panel.,그 문에는 유리판이 있다.
고3-2,panel,n.,"판, 위원단",,,A panel of judges chose the winner.,심사위원단이 우승자를 뽑았다.
고3-2,panel,n.,"판, 위원단",,,Solar panels cover the roof.,태양광 판이 지붕을 덮고 있다.
고3-2,paradigm,n.,"패러다임, 인식 틀","model, framework",,The discovery caused a paradigm shift.,그 발견은 패러다임 전환을 가져왔다.
고3-2,paradigm,n.,"패러다임, 인식 틀","model, framework",,We work within an old paradigm.,우리는 낡은 인식 틀 안에서 일한다.
고3-2,paradigm,n.,"패러다임, 인식 틀","model, framework",,A new paradigm replaced the old one.,새 패러다임이 옛것을 대체했다.
고3-2,parallel,adj.,"평행한, 나란한",,,The two lines are parallel.,그 두 선은 평행하다.
고3-2,parallel,adj.,"평행한, 나란한",,,Parallel roads run along the river.,나란한 길들이 강을 따라 이어진다.
고3-2,parallel,adj.,"평행한, 나란한",,,Her story is parallel to mine.,그녀의 이야기는 내 것과 비슷하다.
고3-2,parliament,n.,"의회, 국회",congress,,Parliament passed the new law.,의회가 새 법을 통과시켰다.
고3-2,parliament,n.,"의회, 국회",congress,,She was elected to parliament.,그녀는 의회에 선출되었다.
고3-2,parliament,n.,"의회, 국회",congress,,The parliament building is very old.,그 의회 건물은 아주 오래되었다.
고3-2,participate,v.,참여하다,"take part, join in",,All students participated actively.,모든 학생이 적극적으로 참여했다.
고3-2,participate,v.,참여하다,"take part, join in",,She participated in the debate.,그녀는 그 토론에 참여했다.
고3-2,participate,v.,참여하다,"take part, join in",,Everyone is welcome to participate.,누구나 참여할 수 있다.
고3-2,particle,n.,"입자, 아주 작은 조각",,,Dust particles floated in the light.,먼지 입자가 빛 속에 떠 있었다.
고3-2,particle,n.,"입자, 아주 작은 조각",,,A particle of food stuck in my teeth.,음식 조각이 이에 끼었다.
고3-2,particle,n.,"입자, 아주 작은 조각",,,Scientists study tiny particles.,과학자들은 아주 작은 입자를 연구한다.
고3-2,passage,n.,"구절, 통로",,,Read the passage twice.,그 구절을 두 번 읽어라.
고3-2,passage,n.,"구절, 통로",,,A narrow passage led to the yard.,좁은 통로가 마당으로 이어졌다.
고3-2,passage,n.,"구절, 통로",,,The passage is hard to understand.,그 구절은 이해하기 어렵다.
고3-2,passenger,n.,승객,,,The passenger left his bag.,그 승객은 가방을 두고 내렸다.
고3-2,passenger,n.,승객,,,Passengers waited on the platform.,승객들이 승강장에서 기다렸다.
고3-2,passenger,n.,승객,,,The bus carried thirty passengers.,그 버스는 승객 서른 명을 태웠다.
고3-2,passion,n.,열정,enthusiasm,,She has a passion for music.,그녀는 음악에 열정을 가지고 있다.
고3-2,passion,n.,열정,enthusiasm,,His passion for cooking never fades.,요리를 향한 그의 열정은 식지 않는다.
고3-2,passion,n.,열정,enthusiasm,,Passion helps you keep going.,열정은 네가 계속 나아가게 돕는다.
고3-2,passport,n.,여권,,,Do not lose your passport.,여권을 잃어버리지 마라.
고3-2,passport,n.,여권,,,Her passport expires next year.,그녀의 여권은 내년에 만료된다.
고3-2,passport,n.,여권,,,Show your passport at the gate.,탑승구에서 여권을 보여 주세요.
고3-2,pat,v.,가볍게 두드리다,tap,,She patted the dog gently.,그녀는 개를 부드럽게 토닥였다.
고3-2,pat,v.,가볍게 두드리다,tap,,He patted my shoulder.,그는 내 어깨를 가볍게 두드렸다.
고3-2,pat,v.,가볍게 두드리다,tap,,Pat the dough into a circle.,반죽을 두드려 둥글게 만들어라.
고3-2,patch,n.,"조각, 헝겊",,,There is a patch of grass here.,여기에 풀밭 한 조각이 있다.
고3-2,patch,n.,"조각, 헝겊",,,She sewed a patch on the jeans.,그녀는 청바지에 헝겊을 덧대어 꿰맸다.
고3-2,patch,n.,"조각, 헝겊",,,Patches of snow lay on the hill.,언덕에 눈이 군데군데 남아 있었다.
고3-2,patent,n.,특허,,,He filed a patent for the tool.,그는 그 도구의 특허를 냈다.
고3-2,patent,n.,특허,,,The patent lasts twenty years.,그 특허는 이십 년 동안 유효하다.
고3-2,patent,n.,특허,,,Their patent protects the design.,그들의 특허가 그 디자인을 보호한다.
고3-2,pave,v.,"포장하다, 길을 닦다",,,They paved the road last summer.,그들은 지난여름에 그 길을 포장했다.
고3-2,pave,v.,"포장하다, 길을 닦다",,,Her work paved the way for others.,그녀의 일이 다른 사람들의 길을 열었다.
고3-2,pave,v.,"포장하다, 길을 닦다",,,Workers pave the yard with stone.,인부들이 마당을 돌로 포장한다.
고3-2,peak,n.,"정상, 절정",top,"base, bottom, bottom, valley, base",Snow covers the peak all year.,눈이 일 년 내내 그 정상을 덮는다.
고3-2,peak,n.,"정상, 절정",top,"base, bottom, bottom, valley, base",Traffic reaches its peak at six.,교통량은 여섯 시에 절정에 이른다.
고3-2,peak,n.,"정상, 절정",top,"base, bottom, bottom, valley, base",We climbed to the peak by noon.,우리는 정오까지 정상에 올랐다.
고3-2,peasant,n.,"농민, 소작농",,,The peasant worked from dawn.,그 농민은 새벽부터 일했다.
고3-2,peasant,n.,"농민, 소작농",,,Peasants owned little land.,소작농들은 땅이 거의 없었다.
고3-2,peasant,n.,"농민, 소작농",,,A peasant family lived in the hut.,농민 가족이 그 오두막에 살았다.
고3-2,peel,v.,껍질을 벗기다,,,Peel the apple before eating.,먹기 전에 사과 껍질을 벗겨라.
고3-2,peel,v.,껍질을 벗기다,,,She peeled the potatoes quickly.,그녀는 감자 껍질을 빨리 벗겼다.
고3-2,peel,v.,껍질을 벗기다,,,My skin peels after sunburn.,햇볕에 타면 피부가 벗겨진다.
고3-2,peer,"n., v.","또래, 동료",,,Her peers respect her.,또래들이 그녀를 존중한다.
고3-2,peer,"n., v.","또래, 동료",,,Teenagers care about peer opinion.,십 대는 또래의 의견을 신경 쓴다.
고3-2,peer,"n., v.","또래, 동료",,,He works well with his peers.,그는 동료들과 잘 지낸다.
고3-2,peer,"n., v.",유심히 들여다보다,stare,,She peered into the dark room.,그녀는 어두운 방을 유심히 들여다보았다.
고3-2,peer,"n., v.",유심히 들여다보다,stare,,He peered through the window.,그는 창문 너머를 자세히 살폈다.
고3-2,penalty,n.,"벌, 벌칙",punishment,,Late work carries a penalty.,늦게 낸 과제에는 벌점이 있다.
고3-2,penalty,n.,"벌, 벌칙",punishment,,The team lost by a penalty kick.,그 팀은 페널티 킥으로 졌다.
고3-2,penalty,n.,"벌, 벌칙",punishment,,Penalties for speeding are heavy.,과속에 대한 벌은 무겁다.
고3-2,perceive,v.,"인식하다, 지각하다","notice, see",,People perceive colors differently.,사람들은 색을 다르게 인식한다.
고3-2,perceive,v.,"인식하다, 지각하다","notice, see",,He perceived a change in her voice.,그는 그녀의 목소리 변화를 알아챘다.
고3-2,perceive,v.,"인식하다, 지각하다","notice, see",,Risk is often perceived as larger than it is.,위험은 종종 실제보다 크게 인식된다.
고3-2,permanent,adj.,"영구적인, 변하지 않는",lasting,temporary,He found a permanent job.,그는 정규직을 구했다.
고3-2,permanent,adj.,"영구적인, 변하지 않는",lasting,temporary,The stain is permanent.,그 얼룩은 지워지지 않는다.
고3-2,permanent,adj.,"영구적인, 변하지 않는",lasting,temporary,Nothing here is permanent.,여기 어떤 것도 영원하지 않다.
고3-2,permit,v.,"허락하다, 허용하다","allow, let","forbid, forbid",Smoking is not permitted here.,이곳에서는 흡연이 허용되지 않는다.
고3-2,permit,v.,"허락하다, 허용하다","allow, let","forbid, forbid",The rules do not permit exceptions.,규칙은 예외를 허용하지 않는다.
고3-2,permit,v.,"허락하다, 허용하다","allow, let","forbid, forbid","Weather permitting, we will go hiking.",날씨가 허락하면 우리는 등산을 갈 것이다.
고3-2,perpetuate,v.,"영속시키다, 지속시키다",keep alive,,Such images perpetuate stereotypes.,그런 이미지는 고정 관념을 영속시킨다.
고3-2,perpetuate,v.,"영속시키다, 지속시키다",keep alive,,The system perpetuates inequality.,그 체계는 불평등을 지속시킨다.
고3-2,perpetuate,v.,"영속시키다, 지속시키다",keep alive,,We should not perpetuate the myth.,우리는 그 통념을 계속 이어 가서는 안 된다.
고3-2,persist,v.,"계속되다, 지속하다","continue, keep on",,The problem persists despite repairs.,수리에도 그 문제는 계속된다.
고3-2,persist,v.,"계속되다, 지속하다","continue, keep on",,She persisted until she succeeded.,그녀는 성공할 때까지 계속했다.
고3-2,persist,v.,"계속되다, 지속하다","continue, keep on",,The rain persisted all week.,비가 일주일 내내 계속되었다.
고3-2,perspective,n.,"관점, 시각","viewpoint, point of view",,Try to see it from her perspective.,그것을 그녀의 관점에서 보려고 해라.
고3-2,perspective,n.,"관점, 시각","viewpoint, point of view",,Travel gives you a new perspective.,여행은 새로운 시각을 준다.
고3-2,perspective,n.,"관점, 시각","viewpoint, point of view",,"From a historical perspective, this is normal.",역사적 관점에서 이것은 정상이다.
고3-2,persuade,v.,설득하다,convince,,She persuaded me to join.,그녀는 나를 설득해 함께하게 했다.
고3-2,persuade,v.,설득하다,convince,,He could not persuade his parents.,그는 부모님을 설득하지 못했다.
고3-2,persuade,v.,설득하다,convince,,Good facts persuade people.,좋은 사실은 사람을 설득한다.
고3-2,petrol,n.,휘발유 (영국식),gasoline,,The car needs petrol.,그 차는 휘발유가 필요하다.
고3-2,petrol,n.,휘발유 (영국식),gasoline,,Petrol prices rose again.,휘발유 값이 또 올랐다.
고3-2,petrol,n.,휘발유 (영국식),gasoline,,We filled the tank with petrol.,우리는 연료통을 휘발유로 채웠다.
고3-2,phase,n.,"단계, 시기",stage,,The project entered a new phase.,그 사업은 새 단계에 들어섰다.
고3-2,phase,n.,"단계, 시기",stage,,This phase will last two months.,이 단계는 두 달 동안 이어진다.
고3-2,phase,n.,"단계, 시기",stage,,Every child goes through this phase.,모든 아이가 이 시기를 거친다.
고3-2,phenomenon,n.,현상,event,,This is a common phenomenon.,이것은 흔한 현상이다.
고3-2,phenomenon,n.,현상,event,,Scientists cannot explain the phenomenon.,과학자들은 그 현상을 설명하지 못한다.
고3-2,phenomenon,n.,현상,event,,Social media is a global phenomenon.,소셜 미디어는 세계적인 현상이다.
고3-2,philosophy,n.,철학,,,She studies philosophy at college.,그녀는 대학에서 철학을 공부한다.
고3-2,philosophy,n.,철학,,,His philosophy is simple and kind.,그의 철학은 단순하고 따뜻하다.
고3-2,philosophy,n.,철학,,,Greek philosophy still matters today.,그리스 철학은 오늘날에도 중요하다.
고3-2,phrase,n.,"구절, 표현",expression,,Learn this useful phrase.,이 유용한 표현을 익혀라.
고3-2,phrase,n.,"구절, 표현",expression,,The phrase means good luck.,그 구절은 행운을 뜻한다.
고3-2,phrase,n.,"구절, 표현",expression,,She repeated the phrase slowly.,그녀는 그 표현을 천천히 되풀이했다.
고3-2,physics,n.,물리학,,,Physics explains how things move.,물리학은 사물이 어떻게 움직이는지 설명한다.
고3-2,physics,n.,물리학,,,He teaches physics at our school.,그는 우리 학교에서 물리를 가르친다.
고3-2,physics,n.,물리학,,,Physics was my favorite subject.,물리학은 내가 가장 좋아한 과목이었다.
고3-2,pill,n.,알약,tablet,,Take one pill after meals.,식후에 알약 한 알을 드세요.
고3-2,pill,n.,알약,tablet,,The pills are in the drawer.,알약은 서랍에 있다.
고3-2,pill,n.,알약,tablet,,He swallowed the pill with water.,그는 물과 함께 알약을 삼켰다.
고3-2,pinch,v.,"꼬집다, 집다",,,Do not pinch your brother.,동생을 꼬집지 마라.
고3-2,pinch,v.,"꼬집다, 집다",,,She pinched the dough to seal it.,그녀는 반죽을 집어 눌러 붙였다.
고3-2,pinch,v.,"꼬집다, 집다",,,The tight shoes pinched my toes.,꽉 끼는 신발이 발가락을 조였다.
고3-2,pioneer,n.,"개척자, 선구자",,,She was a pioneer in medicine.,그녀는 의학의 선구자였다.
고3-2,pioneer,n.,"개척자, 선구자",,,Pioneers crossed the wide plains.,개척자들이 넓은 평원을 건넜다.
고3-2,pioneer,n.,"개척자, 선구자",,,He is a pioneer of green energy.,그는 친환경 에너지의 개척자다.
