레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
고2-2,수능 어휘,변주,變奏,확인,음악,"어떤 주제를 바탕으로, 선율·리듬·화성 따위를 여러 가지로 변형하여 연주함. 또는 그런 연주.",그 시인은 비슷한 시어로 시적 자아의 변주를 반복한다.,,표준국어대사전
고2-2,수능 어휘,사실주의,寫實主義,확인,예체능 일반,"일반적으로 현실을 있는 그대로 묘사·재현하려고 하는 창작 태도. 19세기 중엽에 유럽에서 일어난 예술 사조로, 현실을 존중하고, 주관에 의한 개변·장식을 배제한 채 객관적으로 관찰하여 그 개성적 특질을 있는 그대로 그려 내려고 하는 경향 또는 양식이다.",염상섭의 소설은 사실주의 계열의 작품이다.,,우리말샘
고2-2,수능 어휘,사실주의,寫實主義,확인,예체능 일반,"일반적으로 현실을 있는 그대로 묘사·재현하려고 하는 창작 태도. 19세기 중엽에 유럽에서 일어난 예술 사조로, 현실을 존중하고, 주관에 의한 개변·장식을 배제한 채 객관적으로 관찰하여 그 개성적 특질을 있는 그대로 그려 내려고 하는 경향 또는 양식이다.",현진건은 사실주의 계보에 속하는 소설가이다.,,우리말샘
고2-2,수능 어휘,사실주의,寫實主義,확인,예체능 일반,"일반적으로 현실을 있는 그대로 묘사·재현하려고 하는 창작 태도. 19세기 중엽에 유럽에서 일어난 예술 사조로, 현실을 존중하고, 주관에 의한 개변·장식을 배제한 채 객관적으로 관찰하여 그 개성적 특질을 있는 그대로 그려 내려고 하는 경향 또는 양식이다.",문학 사조사의 견지에서 보면 사실주의는 문학 모방설에 속한다. 그 점에 있어서는 고전주의적이다.,,우리말샘
고2-2,수능 어휘,사실주의,寫實主義,확인,예체능 일반,"일반적으로 현실을 있는 그대로 묘사·재현하려고 하는 창작 태도. 19세기 중엽에 유럽에서 일어난 예술 사조로, 현실을 존중하고, 주관에 의한 개변·장식을 배제한 채 객관적으로 관찰하여 그 개성적 특질을 있는 그대로 그려 내려고 하는 경향 또는 양식이다.","간단히 말해서 자연주의는 사실주의의 급진적 형태로서, 과학적 결정론을 소설에다 적용시키는 태도를 말한다.",,우리말샘
고2-2,수능 어휘,사조,思潮,확인,예술·문화,한 시대의 일반적인 사상의 흐름.,그는 새로운 사조나 독립운동의 방향 같은 것에 대하여 신중했으나 비판적이었다.,,표준국어대사전
고2-2,수능 어휘,선율,旋律,확인,음악,소리의 높낮이가 길이나 리듬과 어울려 나타나는 음의 흐름.=가락.,그 찻집에는 감미로운 클래식의 선율이 흐르고 있었다.,,표준국어대사전
고2-2,수능 어휘,선율,旋律,확인,음악,소리의 높낮이가 길이나 리듬과 어울려 나타나는 음의 흐름.=가락.,장중하면서도 격렬한 선율이 방 안을 가득 채웠다.,,표준국어대사전
고2-2,수능 어휘,선율,旋律,확인,음악,소리의 높낮이가 길이나 리듬과 어울려 나타나는 음의 흐름.=가락.,피아노의 선율.,,표준국어대사전
고2-2,수능 어휘,성악,聲樂,확인,음악,"사람의 음성으로 하는 음악. 악곡의 종류에 따라서는 창가·민요·가요·가곡 따위로 구분하고, 연주 형태에 따라서는 독창·중창·합창·제창으로 구분한다.",아내는 목소리가 아름답고 고음이 자연스럽게 올라가 성악을 해도 성공할 것 같았다.,,표준국어대사전
고2-2,수능 어휘,성악,聲樂,확인,음악,"사람의 음성으로 하는 음악. 악곡의 종류에 따라서는 창가·민요·가요·가곡 따위로 구분하고, 연주 형태에 따라서는 독창·중창·합창·제창으로 구분한다.",성악을 전공하다.,,표준국어대사전
고2-2,수능 어휘,소재,素材,확인,예술·문화,어떤 것을 만드는 데 바탕이 되는 재료.,전자 부품의 소재를 개발하다.,,표준국어대사전
고2-2,수능 어휘,소재,素材,확인,예술·문화,어떤 것을 만드는 데 바탕이 되는 재료.,한국 전쟁을 소재로 삼은 영화들 가운데 ‘전송가(戰頌歌)’를 연출한 감독이 바로 ‘바람과 함께 지다’를 만든….,,표준국어대사전
고2-2,수능 어휘,소재,素材,확인,예술·문화,어떤 것을 만드는 데 바탕이 되는 재료.,연극은 다소 소재에 제한을 받지. 그런데 이게 무슨 곡절이야? 어젯밤에 그 금물이 불쑥 등장해 버렸잖아.,,표준국어대사전
고2-2,수능 어휘,소재,素材,확인,예술·문화,어떤 것을 만드는 데 바탕이 되는 재료.,그 작가는 요즘 중산층의 의식과 생활을 소재로 한 작품을 쓰고 있다.,,표준국어대사전
고2-2,수능 어휘,수묵,水墨,확인,예술·문화,빛이 엷은 먹물.,수묵으로 그려진 작품.,,표준국어대사전
고2-2,수능 어휘,수묵,水墨,확인,예술·문화,빛이 엷은 먹물.,그는 붓질을 할 때 수묵의 농담을 잘 이용하는 화가입니다.,,표준국어대사전
고2-2,수능 어휘,수묵,水墨,확인,예술·문화,빛이 엷은 먹물.,수묵을 감상하다.,,표준국어대사전
고2-2,수능 어휘,양식,樣式,확인,예술·문화,일정한 모양이나 형식.,서류를 양식에 맞게 꾸며라.,,표준국어대사전
고2-2,수능 어휘,양식,樣式,확인,예술·문화,일정한 모양이나 형식.,주어진 양식에 따라 보고서를 제출하시오.,,표준국어대사전
고2-2,수능 어휘,양식,樣式,확인,예술·문화,일정한 모양이나 형식.,양식이 맞지 않으면 컴퓨터가 데이터를 읽지 못한다.,,표준국어대사전
고2-2,수능 어휘,양식,樣式,확인,예술·문화,일정한 모양이나 형식.,인간 활동의 양식은 일차적으로 자연환경의 영향을 받는다.,,표준국어대사전
고2-2,수능 어휘,여백,餘白,확인,예술·문화,"종이 따위에, 글씨를 쓰거나 그림을 그리고 남은 빈 자리.",이 그림은 여백의 미가 뛰어나다.,,표준국어대사전
고2-2,수능 어휘,여백,餘白,확인,예술·문화,"종이 따위에, 글씨를 쓰거나 그림을 그리고 남은 빈 자리.",한영이 볼펜을 꺼내어 신문지 가장자리의 여백에다 계산을 시작한다.,,표준국어대사전
고2-2,수능 어휘,여백,餘白,확인,예술·문화,"종이 따위에, 글씨를 쓰거나 그림을 그리고 남은 빈 자리.",여백을 남기다.,,표준국어대사전
고2-2,수능 어휘,여백,餘白,확인,예술·문화,"종이 따위에, 글씨를 쓰거나 그림을 그리고 남은 빈 자리.",여백이 생기다.,,표준국어대사전
고2-2,수능 어휘,연주,演奏,확인,예술·문화,악기를 다루어 곡을 표현하거나 들려주는 일.,활발한 연주 활동을 벌이다.,,표준국어대사전
고2-2,수능 어휘,연주,演奏,확인,예술·문화,악기를 다루어 곡을 표현하거나 들려주는 일.,피아노 연주.,,표준국어대사전
고2-2,수능 어휘,연주,演奏,확인,예술·문화,악기를 다루어 곡을 표현하거나 들려주는 일.,기타 연주.,,표준국어대사전
고2-2,수능 어휘,예술성,藝術性,확인,예술·문화,예술 작품이 지닌 예술적인 특성.,예술성이 높은 작품.,,표준국어대사전
고2-2,수능 어휘,예술성,藝術性,확인,예술·문화,예술 작품이 지닌 예술적인 특성.,예술성이 뛰어나다.,,표준국어대사전
고2-3,사자성어,음풍영월,吟風咏月,확인,,바람과 달을 시로 노래함 (자연을 즐김),속세를 떠나 음풍영월하며 한가로이 지내다.,,
고2-3,사자성어,의기상투,意氣相投,확인,,서로 마음과 뜻이 잘 맞음,두 인물이 의기상투하여 대사를 도모하다.,,
고2-3,사자성어,의심암귀,疑心暗鬼,못 함,,의심하는 마음에 없던 도깨비도 생김,객관적 근거 없는 의심암귀로 서로를 경계하다.,,
고2-3,사자성어,이란투석,以卵投石,확인,,계란으로 바위 치기 (무모한 대항),거대 권력에 이란투석으로 맞서는 절망적 상황.,,
고2-3,사자성어,이율배반,二律背反,확인,,두 논리적 명제가 서로 모순됨,독서 지문에서 두 제도의 이율배반적 성격을 다루다.,,
고2-3,사자성어,일구이언,一口二言,확인,,한 입으로 두 말을 함 (약속을 뒤엎음),일구이언하는 자의 말은 신뢰할 수 없다.,,
고2-3,사자성어,일벌백계,一罰百戒,확인,,한 사람을 벌하여 여럿을 경계함,기강을 바로잡기 위해 일벌백계의 엄벌을 내리다.,,
고2-3,사자성어,일어탁수,一魚濁水,확인,,한 마리 물고기가 물을 흐림 (한 사람의 악행이 전체를 망침),일어탁수로 인해 조직 전체의 신뢰가 떨어지다.,,
고2-3,사자성어,일필휘지,一筆揮之,확인,,단숨에 글씨나 그림을 씀,붓을 들어 일필휘지로 시를 써 내려가다.,,
고2-3,사자성어,자강불식,自強不息,확인,,스스로 힘쓰며 쉬지 않음,학문 탐구를 위해 자강불식의 태도를 유지하다.,,
고2-3,사자성어,정신일도,精神一到,못 함,,정신을 한곳에 집중하면 이루지 못할 일이 없음,정신일도 하사불성의 자세로 시험에 임하다.,,
고2-3,사자성어,제행무상,諸行無常,확인,,세상의 모든 현상은 끊임없이 변화함,인생의 부귀영화가 제행무상함을 깨닫다.,,
고2-3,개념어,패러다임,,,비문학,"특정 시대 과학자나 사회가 공유하는 과학적 한계, 이론적 틀 및 사고의 패러다임",천동설 중심의 과학적 패러다임이 지동설로 급격히 전환된 과학 혁명.,,
고2-3,개념어,환류 (피드백),,,비문학,시스템의 출력 결과가 다시 입력 원인으로 되돌아가 영향을 미치는 과정,체온이 올라가면 땀이 나 체온을 낮추는 음성 피드백 메커니즘.,,
고2-3,개념어,결정론,,,비문학,세상의 모든 사건과 행동은 이전의 원인과 자연 법칙에 의해 이미 결정되어 있다는 관점,물리학적 법칙에 의해 미래의 모든 입자의 운동이 예견될 수 있다는 견해.,,
고2-3,개념어,비결정론,,,비문학,모든 사건이 원인에 의해 엄격히 결정되는 것은 아니며 우연이나 자유의지가 존재함,양자역학의 확률적 상태 변화처럼 우연성이 자연 현상에 개입한다는 입장.,,
고2-3,개념어,모듈성,,,비문학,복잡한 시스템을 독립적이고 독자적인 기능을 수행하는 단위(모듈)로 나누는 성질,"뇌의 특정 영역들이 언어, 시각, 운동 기능을 각각 독립적으로 담당함.",,
고2-3,개념어,상호작용,,,비문학,둘 이상의 대상이 서로 영향을 주고받으며 반응을 일으키는 작용,생태계에서 포식자와 피식자의 개체 수 변화가 서로에게 영향을 미침.,,
고2-3,개념어,메커니즘,,,비문학,어떤 현상이나 결과가 일어나게 되는 일련의 내부 작동 원리나 과정,약물이 인체 내 수용체와 결합하여 통증을 줄여주는 인체 내 작용 메커니즘.,,
고2-3,개념어,변증법,,,비문학,정(정제)-반(반대)-합(종합)의 과정을 거쳐 모순을 극복하고 고차원으로 발전함,[정] 기존 이론 → [반] 반론과 모순 발생 → [합] 두 입장을 포괄하는 새로운 이론.,,
고2-3,고전,단풍(丹楓),,,자연/계절,단풍나무/단풍 (가을 계절감),단풍이 물드니,,
고2-3,고전,세사(世事),,,속세,"속세의 일, 인간 세상의 일",세사를 다 잊고,,
고2-3,고전,회포(懷抱),,,내면/감정,마음속에 품은 생각이나 회한,묵은 회포를 풀고자,,
고2-3,고전,우짓다,,,동작/감정,새 따위가 슬피 울다,수풀에 새 우짖고,,
고2-3,고전,그지없다,,,정도,끝이 없다,기쁨이 그지없다,,
고2-3,고전,오래다 / 오라다,,,시간,시간이 오래 되다,세월이 오라니,,
고2-3,고전,오래다 / 오라다,,,시간,시간이 오래 되다,奉天討罪실ᄊᆡ 四方諸侯ㅣ 몯더〮니〮 聖化ㅣ 오라〮샤〮 西夷 ᄯᅩ〮 모ᄃᆞ〮니〮,,용비어천가
고2-3,고전,오래다 / 오라다,,,시간,시간이 오래 되다,하늘의 명을 받들어 죄를 치시므로 사방의 제후가 모이더니 성화가 오래되어 서이 또한 모이니,,용비어천가
고2-3,고전,오래다 / 오라다,,,시간,시간이 오래 되다,西幸이〮 ᄒᆞ마 오라〮샤〮 角端이〮 말〯ᄒᆞ〮야ᄂᆞᆯ〮 術士ᄅᆞᆯ〮 從ᄒᆞ〮시니〮,,용비어천가
고2-3,고전,오래다 / 오라다,,,시간,시간이 오래 되다,드르〮헤〮 龍이〮 싸호〮아〮 四七將이〮 일우〮려니〮 오라〮 ᄒᆞᆫᄃᆞᆯ〮 오〮시리〮ᅌᅵᆺ가〮,,용비어천가
고2-3,수능 어휘,유파,流派,확인,예술·문화,원줄기에서 갈려 나온 갈래나 무리.,새로운 유파를 형성하다.,,표준국어대사전
고2-3,수능 어휘,유파,流派,확인,예술·문화,원줄기에서 갈려 나온 갈래나 무리.,"왜냐하면 많은 사람들이 고전주의, 낭만주의, 자연주의, 사실주의, 인상파, 야수파 등 많은 유파와 사조를 거치면서 주제나 소재나 기법에는 많은 차이를 보였지만….",,표준국어대사전
고2-3,수능 어휘,율동,律動,확인,예술·문화,일정한 규칙을 따라 주기적으로 움직임.,확확 치미는 열기를 얼굴 가득히 받으면서 나는 불꽃의 율동에 넋을 빼앗기고 있었다.,,표준국어대사전
고2-3,수능 어휘,음색,音色,확인,음악,"음을 만드는 구성 요소의 차이로 생기는, 소리의 감각적 특색. 소리의 높낮이, 크기가 같더라도 진동체나 발음체, 진동 방법에 따라 음이 갖는 감각적 성질에는 차이가 생긴다.",그녀는 톤이 높고 부드러운 음색을 가졌다.,,표준국어대사전
고2-3,수능 어휘,음색,音色,확인,음악,"음을 만드는 구성 요소의 차이로 생기는, 소리의 감각적 특색. 소리의 높낮이, 크기가 같더라도 진동체나 발음체, 진동 방법에 따라 음이 갖는 감각적 성질에는 차이가 생긴다.",강원도 산골의 투박한 음색에 익숙해진 사람에겐 서울 여자의 고운 음색은 노랫가락 그 자체였다.,,표준국어대사전
고2-3,수능 어휘,음정,音程,확인,음악,"높이가 다른 두 음 사이의 간격. 서양 음악의 장음계를 기준으로 ‘도(度)’를 단위로 표시하며, 같은 수치의 도로 표시되는 음정도 완전·장·단·증·감에 의하여 크기를 구별한다.",썰렁한 다방에 유행가가 단조로운 음정으로 들려오고 있었다.,,표준국어대사전
고2-3,수능 어휘,음정,音程,확인,음악,"높이가 다른 두 음 사이의 간격. 서양 음악의 장음계를 기준으로 ‘도(度)’를 단위로 표시하며, 같은 수치의 도로 표시되는 음정도 완전·장·단·증·감에 의하여 크기를 구별한다.",그는 음정을 잡기 위해 여러 번 헛기침을 했다.,,표준국어대사전
고2-3,수능 어휘,음정,音程,확인,음악,"높이가 다른 두 음 사이의 간격. 서양 음악의 장음계를 기준으로 ‘도(度)’를 단위로 표시하며, 같은 수치의 도로 표시되는 음정도 완전·장·단·증·감에 의하여 크기를 구별한다.",아이는 정확한 음정으로 노래를 불렀다.,,표준국어대사전
고2-3,수능 어휘,음정,音程,확인,음악,"높이가 다른 두 음 사이의 간격. 서양 음악의 장음계를 기준으로 ‘도(度)’를 단위로 표시하며, 같은 수치의 도로 표시되는 음정도 완전·장·단·증·감에 의하여 크기를 구별한다.",음정이 고르다.,,표준국어대사전
고2-3,수능 어휘,의장,意匠,확인,예술·문화,"시각을 통하여 미감(美感)을 일으키는 것. 물품의 형상, 모양, 색채 또는 이들을 결합한 것으로서, 의장권의 대상이 된다.",의장과 수법이 간연(間然)할 바가 없는 일품(逸品)이었다.,,표준국어대사전
고2-3,수능 어휘,장단,,,음악,"춤, 노래 따위의 빠르기나 가락을 주도하는 박자. 한자를 빌려 ‘長短’으로 적기도 한다.",그는 장단에 맞추어 학춤을 추었다.,,표준국어대사전
고2-3,수능 어휘,장단,,,음악,"춤, 노래 따위의 빠르기나 가락을 주도하는 박자. 한자를 빌려 ‘長短’으로 적기도 한다.",남의 장단에 놀아나다.,,표준국어대사전
고2-3,수능 어휘,전위,前衛,확인,예술·문화,전방의 호위(護衛).,이항복은 인심을 가라앉히기 위하여 좌랑 박동량과 함께 말을 채쳐 달려 임금의 전위가 된다.,,표준국어대사전
고2-3,수능 어휘,전위,前衛,확인,예술·문화,전방의 호위(護衛).,그것은 식민지의 딸이 영광스러운 혁명의 전위로 자라 가는 외롭고 고난에 찬 여정이었소.,,표준국어대사전
고2-3,수능 어휘,전위,前衛,확인,예술·문화,전방의 호위(護衛).,갑신정변 때는 개화 독립당의 열혈 청년들을 이끌고 수구 정객들을 살상하는 데 전위 노릇을 한 바 있다.,,표준국어대사전
고2-3,수능 어휘,전위,前衛,확인,예술·문화,전방의 호위(護衛).,그 사람들에게 이 전위 냄새를 풍기는 연극을 어떻게 설명할 수 있을까?,,표준국어대사전
고2-3,수능 어휘,전통,傳統,확인,예술·문화,"어떤 집단이나 공동체에서, 지난 시대에 이미 이루어져 계통을 이루며 전하여 내려오는 사상·관습·행동 따위의 양식.",전통을 이어 가다.,,표준국어대사전
고2-3,수능 어휘,전통,傳統,확인,예술·문화,"어떤 집단이나 공동체에서, 지난 시대에 이미 이루어져 계통을 이루며 전하여 내려오는 사상·관습·행동 따위의 양식.",4천 년의 유구한 역사와 찬란한 문화와 독자한 전통으로 빚어진 3천만 겨레의 민족혼을….,,표준국어대사전
고2-3,수능 어휘,전통,傳統,확인,예술·문화,"어떤 집단이나 공동체에서, 지난 시대에 이미 이루어져 계통을 이루며 전하여 내려오는 사상·관습·행동 따위의 양식.",상급생도 하급생에 대해서 말을 할 땐 어디까지나 정중한 경어를 쓰는 게 그 학교의 전통이었다.,,표준국어대사전
고2-3,수능 어휘,전통,傳統,확인,예술·문화,"어떤 집단이나 공동체에서, 지난 시대에 이미 이루어져 계통을 이루며 전하여 내려오는 사상·관습·행동 따위의 양식.",전통 계승.,,표준국어대사전
고2-3,수능 어휘,절제,節制,확인,예술·문화,정도에 넘지 아니하도록 알맞게 조절하여 제한함.,절제 있는 생활.,,표준국어대사전
고2-3,수능 어휘,절제,節制,확인,예술·문화,정도에 넘지 아니하도록 알맞게 조절하여 제한함.,한번 절제를 잃어버린 악의는 점점 걷잡을 수 없게 동영을 휘몰았다.,,표준국어대사전
고2-3,수능 어휘,절제,節制,확인,예술·문화,정도에 넘지 아니하도록 알맞게 조절하여 제한함.,감정의 절제.,,표준국어대사전
고2-3,수능 어휘,조형,造形,확인,예술·문화,여러 가지 재료를 이용하여 구체적인 형태나 형상을 만듦.,"소승이 보기에는 송광사 사천왕이, 흙으로 빚은 조선 사천왕 존상들 가운데 가장 빼어난 조형으로서….",,표준국어대사전
고2-3,수능 어휘,즉흥,卽興,확인,예술·문화,그 자리에서 바로 일어나는 감흥. 또는 그런 기분.,소설은 즉흥에서 써지는 게 아닌 건 아실 겁니다.,,표준국어대사전
고2-3,수능 어휘,즉흥,卽興,확인,예술·문화,그 자리에서 바로 일어나는 감흥. 또는 그런 기분.,신념을 지닌 사람과 즉흥만이 있는 사람과의 차이는 이만저만이 아니다.,,표준국어대사전
고2-3,수능 어휘,즉흥,卽興,확인,예술·문화,그 자리에서 바로 일어나는 감흥. 또는 그런 기분.,네로를 본받아서 나도 즉흥으로 한 곡조 두드려 볼까.,,표준국어대사전
고2-3,수능 어휘,즉흥,卽興,확인,예술·문화,그 자리에서 바로 일어나는 감흥. 또는 그런 기분.,즉흥 쇼.,,표준국어대사전
고2-3,수능 어휘,질감,質感,확인,예술·문화,재질(材質)의 차이에서 받는 느낌.,그 가구는 자연적인 나무의 질감을 강조했다.,,표준국어대사전
고2-3,수능 어휘,질감,質感,확인,예술·문화,재질(材質)의 차이에서 받는 느낌.,손끝에 자물쇠의 차가운 질감이 느껴졌다.,,표준국어대사전
고2-3,수능 어휘,질감,質感,확인,예술·문화,재질(材質)의 차이에서 받는 느낌.,야회복의 얇고 부드러운 질감을 통해 만져지는 여자의 팔은 얼음 막대기처럼 차갑게 경직돼 있었다.,,표준국어대사전
고2-3,수능 어휘,질감,質感,확인,예술·문화,재질(材質)의 차이에서 받는 느낌.,질감을 살리다.,,표준국어대사전
고2-3,수능 어휘,채도,彩度,확인,예체능 일반,"색의 선명한 정도. 색의 삼요소의 하나로, 유채색에만 있으며, 회색을 섞을수록 낮아진다.",구름 사이로 보이는 하늘도 색유리를 갈아 낀 듯 채도가 낮아 있었다.,,표준국어대사전
고2-3,수능 어휘,친화,親和,확인,예술·문화,사이좋게 잘 어울림.,그는 너무 개성이 강해서 다른 사람들과의 친화가 어렵다.,,표준국어대사전
고2-3,수능 어휘,친화,親和,확인,예술·문화,사이좋게 잘 어울림.,친화가 깨지다.,,표준국어대사전
고2-3,수능 어휘,판소리,,,음악,"광대 한 사람이 고수(鼓手)의 북장단에 맞추어 서사적(敍事的)인 이야기를 소리와 아니리로 엮어 발림을 곁들이며 구연(口演)하는 우리 고유의 민속악. 조선 숙종 말기에서 영조 초기에 걸쳐 충청도, 전라도를 중심으로 발달하여 왔으며, 지역에 따라 동편제, 서편제, 중고제로 나뉜다. 2003년에 유네스코 세계 무형유산으로 지정되었다. 우리나라 국가 무형유산이다.",신재효는 판소리의 개찬에 힘썼다.,,우리말샘
고2-3,수능 어휘,판소리,,,음악,"광대 한 사람이 고수(鼓手)의 북장단에 맞추어 서사적(敍事的)인 이야기를 소리와 아니리로 엮어 발림을 곁들이며 구연(口演)하는 우리 고유의 민속악. 조선 숙종 말기에서 영조 초기에 걸쳐 충청도, 전라도를 중심으로 발달하여 왔으며, 지역에 따라 동편제, 서편제, 중고제로 나뉜다. 2003년에 유네스코 세계 무형유산으로 지정되었다. 우리나라 국가 무형유산이다.",고수는 매번 반주 때마다 새로운 판소리 고법을 창작한다.,,우리말샘
고2-3,수능 어휘,판소리,,,음악,"광대 한 사람이 고수(鼓手)의 북장단에 맞추어 서사적(敍事的)인 이야기를 소리와 아니리로 엮어 발림을 곁들이며 구연(口演)하는 우리 고유의 민속악. 조선 숙종 말기에서 영조 초기에 걸쳐 충청도, 전라도를 중심으로 발달하여 왔으며, 지역에 따라 동편제, 서편제, 중고제로 나뉜다. 2003년에 유네스코 세계 무형유산으로 지정되었다. 우리나라 국가 무형유산이다.",판소리와 같은 공연 예술에서 가장 중요한 것은 이른바 현장적 즉흥성이다.,,우리말샘
고2-3,수능 어휘,판소리,,,음악,"광대 한 사람이 고수(鼓手)의 북장단에 맞추어 서사적(敍事的)인 이야기를 소리와 아니리로 엮어 발림을 곁들이며 구연(口演)하는 우리 고유의 민속악. 조선 숙종 말기에서 영조 초기에 걸쳐 충청도, 전라도를 중심으로 발달하여 왔으며, 지역에 따라 동편제, 서편제, 중고제로 나뉜다. 2003년에 유네스코 세계 무형유산으로 지정되었다. 우리나라 국가 무형유산이다.",연산 일대의 광산 김씨와 노성의 파평 윤씨 집안의 후원 속에 강경의 광대 가객들은 중고제 판소리의 기틀을 닦았다.,,우리말샘
고2-3,수능 어휘,표현주의,表現主義,확인,예체능 일반,"객관적인 사실보다 사물이나 사건에 의하여 야기되는 주관적인 감정과 반응을 표현하는 데에 중점을 두는 예술 사조. 20세기 초 독일을 중심으로 인상주의와 자연주의에 대한 반동으로 일어났는데, 회화에서 키르히너·칸딘스키 등이 주창하였다. 제일 차 세계 대전 후에는 문학, 음악, 연극, 영화 분야까지 퍼졌다.",할리우드 이외의 영화는 독일 표현주의 영화만 조금 언급하는 게 전부다.,,우리말샘
고2-3,수능 어휘,표현주의,表現主義,확인,예체능 일반,"객관적인 사실보다 사물이나 사건에 의하여 야기되는 주관적인 감정과 반응을 표현하는 데에 중점을 두는 예술 사조. 20세기 초 독일을 중심으로 인상주의와 자연주의에 대한 반동으로 일어났는데, 회화에서 키르히너·칸딘스키 등이 주창하였다. 제일 차 세계 대전 후에는 문학, 음악, 연극, 영화 분야까지 퍼졌다.",독일 표현주의자들은 누드를 통해 가슴속에 품고 있던 내적 긴장과 충동을 표현했다.,,우리말샘
고2-3,수능 어휘,표현주의,表現主義,확인,예체능 일반,"객관적인 사실보다 사물이나 사건에 의하여 야기되는 주관적인 감정과 반응을 표현하는 데에 중점을 두는 예술 사조. 20세기 초 독일을 중심으로 인상주의와 자연주의에 대한 반동으로 일어났는데, 회화에서 키르히너·칸딘스키 등이 주창하였다. 제일 차 세계 대전 후에는 문학, 음악, 연극, 영화 분야까지 퍼졌다.",표현주의 극은 1880년에서 1900년까지 프랑스에 존재했던 상징주의에서 유래한다.,,우리말샘
고2-3,수능 어휘,표현주의,表現主義,확인,예체능 일반,"객관적인 사실보다 사물이나 사건에 의하여 야기되는 주관적인 감정과 반응을 표현하는 데에 중점을 두는 예술 사조. 20세기 초 독일을 중심으로 인상주의와 자연주의에 대한 반동으로 일어났는데, 회화에서 키르히너·칸딘스키 등이 주창하였다. 제일 차 세계 대전 후에는 문학, 음악, 연극, 영화 분야까지 퍼졌다.",미국의 극사실주의는 타성화한 추상 표현주의를 거부하는 30대 작가 중심으로 불이 붙었다.,,우리말샘
고2-3,수능 어휘,풍속화,風俗畫,확인,미술,그 시대의 세정과 풍습을 그린 그림.=풍속도.,조선 시대의 풍속화가 이 박물관에 여러 점 유존되어 있다.,,우리말샘
고2-3,수능 어휘,풍속화,風俗畫,확인,미술,그 시대의 세정과 풍습을 그린 그림.=풍속도.,장기와 바둑을 합친 듯한 고누 놀이는 풍속화에 등장할 정도로 사랑받아 온 게임이다.,,우리말샘
고2-3,수능 어휘,풍속화,風俗畫,확인,미술,그 시대의 세정과 풍습을 그린 그림.=풍속도.,그러나 조선 후기의 풍속화는 기록성에서 벗어나 예술성과 심미성이 충만한 감상화였다.,,우리말샘
고2-3,수능 어휘,풍속화,風俗畫,확인,미술,그 시대의 세정과 풍습을 그린 그림.=풍속도.,특히 1809년(순조 9년) 쓰인 애정 소설 ‘절화기담’은 혜원의 풍속화와 꼭 닮은 사회상을 그려 냈습니다.,,우리말샘
고2-3,수능 어휘,해체,解體,확인,예술·문화,단체 따위가 흩어짐. 또는 그것을 흩어지게 함.,구단이 자금 사정을 이유로 팀의 해체를 선언했다.,,표준국어대사전
고2-3,수능 어휘,해체,解體,확인,예술·문화,단체 따위가 흩어짐. 또는 그것을 흩어지게 함.,삼십여 년 동안 곡예사 노릇을 해 오면서 여러 곡예단이 해체하는 것을 보아 왔지만 이번의 해체는 여간 마음 아픈 것이 아니라고 하면서 그는 술을 들었다.,,표준국어대사전
고2-3,수능 어휘,해체,解體,확인,예술·문화,단체 따위가 흩어짐. 또는 그것을 흩어지게 함.,중세 사회의 해체.,,표준국어대사전
고2-3,수능 어휘,해체,解體,확인,예술·문화,단체 따위가 흩어짐. 또는 그것을 흩어지게 함.,농촌의 해체 위기.,,표준국어대사전
고2-3,수능 어휘,회화,繪畫,확인,미술,여러 가지 선이나 색채로 평면상에 형상을 그려 내는 조형 미술.,그는 유명한 화가의 회화 몇 점을 소장하고 있다.,,표준국어대사전
고2-3,수능 어휘,회화,繪畫,확인,미술,여러 가지 선이나 색채로 평면상에 형상을 그려 내는 조형 미술.,"문학이든 학문이든 무용이든 뭐 회화 음악 연극 그 모든 것은 싸우는 병사, 생산하는 노동자 그들을 고무하는 것이 되어야 밥값을 한다,….",,표준국어대사전
고2-3,수능 어휘,회화,繪畫,확인,미술,여러 가지 선이나 색채로 평면상에 형상을 그려 내는 조형 미술.,그녀의 흰 얼굴색이 내가 들고 있는 물 주걱에서 떨어지는 물방울로 해서 일어나는 수문(水紋)에 마치 현대 회화의 화폭처럼 뒤섞여서 신비스레 출렁거리고 있다.,,표준국어대사전
고2-3,수능 어휘,효과,效果,확인,예술·문화,어떤 목적을 지닌 행위에 의하여 드러나는 보람이나 좋은 결과.,일석이조의 효과를 거두다.,,표준국어대사전
고2-3,수능 어휘,효과,效果,확인,예술·문화,어떤 목적을 지닌 행위에 의하여 드러나는 보람이나 좋은 결과.,같은 약이라도 환자의 상태에 따라 치료 효과가 다를 수 있다.,,표준국어대사전
고2-3,수능 어휘,효과,效果,확인,예술·문화,어떤 목적을 지닌 행위에 의하여 드러나는 보람이나 좋은 결과.,작은 광고판 하나로 선전 효과를 얻으려 하는 것은 무리였다.,,표준국어대사전
고2-3,수능 어휘,효과,效果,확인,예술·문화,어떤 목적을 지닌 행위에 의하여 드러나는 보람이나 좋은 결과.,남편의 말은 아내의 슬픔을 달래는 데 어느 정도 효과가 있었다.,,표준국어대사전
